sample_id,modality,source_path,container_declared_duration_sec,container_effective_duration_sec,decoded_timeline_duration_sec,stream_duration_sec,sample_rate_hz,source_fps,sampled_fps,raw_shape,feature_dim,native_granularity,aligned_granularity,sequence_length,valid_position_count,padding_position_count,alignment_method,feature_path,unaligned_feature_path,face_detection_rate,feature_sha256,status,warnings,unaligned_feature_sha256
-UuX1xuaiiE$_$6,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/6.mp4,15.234,8.113997,8.1,8.1,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,22,22,28,proportional,q1_features.npz,q1_features_unaligned.npz,0.49382716049382713,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-a55Q6RWvTA$_$3,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-a55Q6RWvTA/3.mp4,22.617,22.153971,22.133333333333336,22.133333333333336,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,50,50,0,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-a55Q6RWvTA$_$3,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-a55Q6RWvTA/3.mp4,22.617,22.153971,22.133333333333336,22.0833125,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,50,50,0,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-a55Q6RWvTA$_$3,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-a55Q6RWvTA/3.mp4,22.617,22.153971,22.133333333333336,22.133333333333336,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,50,49,0,proportional,q1_features.npz,q1_features_unaligned.npz,0.009009009009009009,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,warning,invalid_nonpadding_positions,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-aNfi7CP8vM$_$7,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aNfi7CP8vM/7.mp4,11.334,8.694987,8.666666666666666,8.666666666666666,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,18,18,32,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-aNfi7CP8vM$_$7,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aNfi7CP8vM/7.mp4,11.334,8.694987,8.666666666666666,8.5376875,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,18,18,32,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-aNfi7CP8vM$_$7,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aNfi7CP8vM/7.mp4,11.334,8.694987,8.666666666666666,8.666666666666666,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,18,18,32,proportional,q1_features.npz,q1_features_unaligned.npz,0.9885057471264368,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-aqamKhZ1Ec$_$0,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aqamKhZ1Ec/0.mp4,11.0,10.966667,11.0,11.0,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,14,14,36,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-aqamKhZ1Ec$_$0,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aqamKhZ1Ec/0.mp4,11.0,10.966667,11.0,10.8901875,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,14,14,36,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-aqamKhZ1Ec$_$0,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aqamKhZ1Ec/0.mp4,11.0,10.966667,11.0,11.0,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,14,14,36,proportional,q1_features.npz,q1_features_unaligned.npz,0.9272727272727272,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-dxfTGcXJoc$_$1,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/1.mp4,19.7,16.161003,16.133333333333336,16.133333333333336,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,36,36,14,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-dxfTGcXJoc$_$1,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/1.mp4,19.7,16.161003,16.133333333333336,16.018125,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,36,36,14,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-dxfTGcXJoc$_$1,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/1.mp4,19.7,16.161003,16.133333333333336,16.133333333333336,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,36,35,14,proportional,q1_features.npz,q1_features_unaligned.npz,0.453416149068323,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,warning,invalid_nonpadding_positions,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-dxfTGcXJoc$_$0,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/0.mp4,20.534,20.5,20.533333333333335,20.533333333333335,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,41,41,9,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-dxfTGcXJoc$_$0,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/0.mp4,20.534,20.5,20.533333333333335,20.410375,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,41,41,9,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-dxfTGcXJoc$_$0,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/0.mp4,20.534,20.5,20.533333333333335,20.533333333333335,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,41,41,9,proportional,q1_features.npz,q1_features_unaligned.npz,0.21844660194174756,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-dxfTGcXJoc$_$2,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/2.mp4,19.552,16.697982,16.666666666666668,16.666666666666668,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,34,34,16,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-dxfTGcXJoc$_$2,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/2.mp4,19.552,16.697982,16.666666666666668,16.6331875,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,34,34,16,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-dxfTGcXJoc$_$2,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/2.mp4,19.552,16.697982,16.666666666666668,16.666666666666668,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,34,34,16,proportional,q1_features.npz,q1_features_unaligned.npz,0.7485029940119761,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-dxfTGcXJoc$_$6,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/6.mp4,12.967,12.735026,12.733333333333333,12.733333333333333,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,27,27,23,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-dxfTGcXJoc$_$6,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/6.mp4,12.967,12.735026,12.733333333333333,12.6284375,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,27,27,23,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-dxfTGcXJoc$_$6,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/6.mp4,12.967,12.735026,12.733333333333333,12.733333333333333,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,27,27,23,proportional,q1_features.npz,q1_features_unaligned.npz,0.5625,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$26,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/26.mp4,11.5,6.03099,6.0,6.0,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,15,15,35,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-egA8-b7-3M$_$26,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/26.mp4,11.5,6.03099,6.0,5.9205625,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,15,15,35,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$26,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/26.mp4,11.5,6.03099,6.0,6.0,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,15,15,35,proportional,q1_features.npz,q1_features_unaligned.npz,0.8333333333333334,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$17,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/17.mp4,14.0,7.271029,7.266666666666667,7.266666666666667,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,16,16,34,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-egA8-b7-3M$_$17,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/17.mp4,14.0,7.271029,7.266666666666667,7.09525,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,16,16,34,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$17,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/17.mp4,14.0,7.271029,7.266666666666667,7.266666666666667,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,16,16,34,proportional,q1_features.npz,q1_features_unaligned.npz,0.9863013698630136,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$18,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/18.mp4,13.367,8.386003,8.366666666666667,8.366666666666667,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,22,22,28,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-egA8-b7-3M$_$18,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/18.mp4,13.367,8.386003,8.366666666666667,8.26575,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,22,22,28,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$18,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/18.mp4,13.367,8.386003,8.366666666666667,8.366666666666667,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,22,22,28,proportional,q1_features.npz,q1_features_unaligned.npz,0.9404761904761905,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$16,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/16.mp4,7.129,5.538021,5.533333333333333,5.533333333333333,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,11,11,39,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-egA8-b7-3M$_$16,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/16.mp4,7.129,5.538021,5.533333333333333,5.483,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,11,11,39,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$16,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/16.mp4,7.129,5.538021,5.533333333333333,5.533333333333333,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,11,11,39,proportional,q1_features.npz,q1_features_unaligned.npz,0.875,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$13,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/13.mp4,6.967,4.183984,4.166666666666667,4.166666666666667,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,11,11,39,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-egA8-b7-3M$_$13,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/13.mp4,6.967,4.183984,4.166666666666667,4.023875,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,11,11,39,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$13,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/13.mp4,6.967,4.183984,4.166666666666667,4.166666666666667,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,11,11,39,proportional,q1_features.npz,q1_features_unaligned.npz,0.8095238095238095,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$1,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/1.mp4,11.534,10.266016,10.233333333333333,10.233333333333333,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,20,20,30,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-egA8-b7-3M$_$1,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/1.mp4,11.534,10.266016,10.233333333333333,10.15625,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,20,20,30,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$1,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/1.mp4,11.534,10.266016,10.233333333333333,10.233333333333333,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,20,20,30,proportional,q1_features.npz,q1_features_unaligned.npz,0.8349514563106796,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$6,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/6.mp4,8.035,6.264974,6.233333333333333,6.233333333333333,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,12,12,38,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-egA8-b7-3M$_$6,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/6.mp4,8.035,6.264974,6.233333333333333,6.183125,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,12,12,38,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$6,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/6.mp4,8.035,6.264974,6.233333333333333,6.233333333333333,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,12,12,38,proportional,q1_features.npz,q1_features_unaligned.npz,0.7936507936507936,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$9,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/9.mp4,10.134,5.089974,5.066666666666666,5.066666666666666,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,10,10,40,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-egA8-b7-3M$_$9,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/9.mp4,10.134,5.089974,5.066666666666666,4.936125,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,10,10,40,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$9,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/9.mp4,10.134,5.089974,5.066666666666666,5.066666666666666,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,10,10,40,proportional,q1_features.npz,q1_features_unaligned.npz,0.9411764705882353,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$20,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/20.mp4,14.767,6.644987,6.633333333333333,6.633333333333333,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,20,20,30,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-egA8-b7-3M$_$20,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/20.mp4,14.767,6.644987,6.633333333333333,6.4744375,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,20,20,30,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-egA8-b7-3M$_$20,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/20.mp4,14.767,6.644987,6.633333333333333,6.633333333333333,n/a,30.0,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,20,19,30,proportional,q1_features.npz,q1_features_unaligned.npz,0.9090909090909091,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,warning,invalid_nonpadding_positions,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-iRBcNs9oI8$_$3,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/3.mp4,5.84,5.621,5.6056,5.6056,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,8,8,42,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-iRBcNs9oI8$_$3,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/3.mp4,5.84,5.621,5.6056,5.53825,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,8,8,42,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-iRBcNs9oI8$_$3,vision,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/3.mp4,5.84,5.621,5.6056,5.6056,n/a,29.97002997002997,10.0,n/a,35,10_fps_sample,variable_text_anchor_mean_pool,8,8,42,proportional,q1_features.npz,q1_features_unaligned.npz,0.0,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
-iRBcNs9oI8$_$7,text,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/7.mp4,5.806,4.104,4.070733333333333,4.070733333333333,n/a,n/a,n/a,n/a,128,grouped_transcript_anchor,variable_text_anchor_mean_pool,9,9,41,proportional,q1_features.npz,n/a,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,n/a
-iRBcNs9oI8$_$7,audio,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/7.mp4,5.806,4.104,4.070733333333333,4.00575,16000,n/a,n/a,n/a,74,10_ms_frame,variable_text_anchor_mean_pool,9,9,41,proportional,q1_features.npz,q1_features_unaligned.npz,n/a,b4261dff718cb6a3657fa394bed1617e73ea1b32c187bd083590d60d24d23cc2,ok,,945939ddd12064686060ad96d05424b0d23f9beea7e526ebc2ef56c838009f9c
