sample_id,token_index,token_text,start_sec,end_sec,audio_start_idx,audio_end_idx,video_start_idx,video_end_idx,audio_start_ms,audio_end_ms,video_start_frame_src,video_end_frame_src,video_start_ms,video_last_pts_ms,video_end_ms,audio_analysis_frame_count,video_sampled_frame_count,audio_quality,video_quality,confidence,method,is_fallback,alignment_source
-egA8-b7-3M$_$26,14,videos.,5.382352941176471,6.0,86118,94729,54,60,5382.352941176471,5920.5625,162,178,5400.0,5900.0,5933.333333333333,52,6,0.8666666666666667,0.8571428571428571,0.8571428571428571,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,0,As,0.0,0.1963963963963964,0,3142,0,2,0.0,196.3963963963964,0,4,0.0,100.0,133.33333333333334,18,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,1,you,0.1963963963963964,0.490990990990991,3142,7856,2,5,196.3963963963964,490.990990990991,6,13,200.0,400.0,433.3333333333333,27,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,2,have,0.490990990990991,0.8837837837837839,7856,14141,5,9,490.990990990991,883.7837837837839,15,25,500.0,800.0,833.3333333333334,37,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,3,more,0.8837837837837839,1.2765765765765766,14141,20425,9,13,883.7837837837839,1276.5765765765766,27,37,900.0,1200.0,1233.3333333333333,37,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,4,"experience,",1.2765765765765766,2.3567567567567567,20425,37708,13,24,1276.5765765765766,2356.7567567567567,39,70,1300.0,2300.0,2333.3333333333335,106,11,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,5,you,2.3567567567567567,2.651351351351351,37708,42422,24,27,2356.7567567567567,2651.3513513513512,72,79,2400.0,2600.0,2633.3333333333335,27,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,6,have,2.651351351351351,3.044144144144144,42422,48706,27,31,2651.3513513513512,3044.144144144144,81,91,2700.0,3000.0,3033.3333333333335,37,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,7,more,3.044144144144144,3.436936936936937,48706,54991,31,35,3044.144144144144,3436.936936936937,93,103,3100.0,3400.0,3433.3333333333335,37,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,8,times,3.436936936936937,3.927927927927928,54991,62847,35,40,3436.936936936937,3927.927927927928,105,118,3500.0,3900.0,3933.3333333333335,47,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,9,"exhibiting,",3.927927927927928,5.008108108108108,62847,80130,40,51,3927.927927927928,5008.108108108108,120,151,4000.0,5000.0,5033.333333333333,106,11,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,10,you,5.008108108108108,5.302702702702702,80130,84843,51,54,5008.108108108108,5302.7027027027025,153,160,5100.0,5300.0,5333.333333333333,27,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,11,get,5.302702702702702,5.597297297297297,84843,89557,54,56,5302.7027027027025,5597.2972972972975,162,166,5400.0,5500.0,5533.333333333333,27,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,12,to,5.597297297297297,5.793693693693694,89557,92699,56,58,5597.2972972972975,5793.693693693694,168,172,5600.0,5700.0,5733.333333333333,18,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,13,know,5.793693693693694,6.186486486486487,92699,98984,58,62,5793.693693693694,6186.486486486487,174,184,5800.0,6100.0,6133.333333333333,37,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,14,more,6.186486486486487,6.579279279279279,98984,105268,62,66,6186.486486486487,6579.27927927928,186,196,6200.0,6500.0,6533.333333333333,37,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$17,15,people.,6.579279279279279,7.266666666666667,105268,113524,66,73,6579.27927927928,7095.25,198,215,6600.0,7233.333333333333,7266.666666666666,50,7,0.746268656716418,1.0,0.746268656716418,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,0,It,0.0,0.1608974358974359,0,2574,0,2,0.0,160.8974358974359,0,4,0.0,100.0,133.33333333333334,14,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,1,becomes,0.1608974358974359,0.7240384615384616,2574,11585,2,8,160.8974358974359,724.0384615384617,6,22,200.0,700.0,733.3333333333334,54,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,2,easier,0.7240384615384616,1.2067307692307692,11585,19308,8,13,724.0384615384617,1206.730769230769,24,37,800.0,1200.0,1233.3333333333333,46,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,3,at,1.2067307692307692,1.3676282051282054,19308,21882,13,14,1206.730769230769,1367.6282051282053,39,40,1300.0,1300.0,1333.3333333333333,14,1,1.0,0.5,0.5,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,4,each,1.3676282051282054,1.6894230769230771,21882,27031,14,17,1367.6282051282053,1689.4230769230771,42,49,1400.0,1600.0,1633.3333333333333,30,3,1.0,0.75,0.75,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,5,one,1.6894230769230771,1.9307692307692308,27031,30892,17,20,1689.4230769230771,1930.7692307692307,51,58,1700.0,1900.0,1933.3333333333333,22,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,6,of,1.9307692307692308,2.091666666666667,30892,33467,20,21,1930.7692307692307,2091.666666666667,60,61,2000.0,2000.0,2033.3333333333333,14,1,1.0,0.5,0.5,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,7,these,2.091666666666667,2.4939102564102567,33467,39903,21,25,2091.666666666667,2493.910256410257,63,73,2100.0,2400.0,2433.3333333333335,38,4,1.0,0.8,0.8,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,8,conferences,2.4939102564102567,3.3788461538461543,39903,54062,25,34,2493.910256410257,3378.8461538461543,75,100,2500.0,3300.0,3333.3333333333335,86,9,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,9,to,3.3788461538461543,3.5397435897435896,54062,56636,34,36,3378.8461538461543,3539.7435897435894,102,106,3400.0,3500.0,3533.3333333333335,14,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,10,connect,3.5397435897435896,4.102884615384616,56636,65646,36,42,3539.7435897435894,4102.884615384615,108,124,3600.0,4100.0,4133.333333333333,54,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,11,with,4.102884615384616,4.424679487179487,65646,70795,42,45,4102.884615384615,4424.679487179487,126,133,4200.0,4400.0,4433.333333333333,30,3,1.0,0.75,0.75,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,12,people,4.424679487179487,4.9073717948717945,70795,78518,45,50,4424.679487179487,4907.371794871795,135,148,4500.0,4900.0,4933.333333333333,46,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,13,that,4.9073717948717945,5.229166666666667,78518,83667,50,53,4907.371794871795,5229.166666666667,150,157,5000.0,5200.0,5233.333333333333,30,3,1.0,0.75,0.75,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,14,you've,5.229166666666667,5.711858974358975,83667,91390,53,58,5229.166666666667,5711.8589743589755,159,172,5300.0,5700.0,5733.333333333333,46,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,15,met,5.711858974358975,5.953205128205128,91390,95251,58,60,5711.8589743589755,5953.205128205128,174,178,5800.0,5900.0,5933.333333333333,22,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,16,or,5.953205128205128,6.114102564102565,95251,97826,60,62,5953.205128205128,6114.102564102564,180,184,6000.0,6100.0,6133.333333333333,14,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,17,that,6.114102564102565,6.435897435897436,97826,102974,62,65,6114.102564102564,6435.8974358974365,186,193,6200.0,6400.0,6433.333333333333,30,3,1.0,0.75,0.75,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,18,you're,6.435897435897436,6.918589743589744,102974,110697,65,70,6435.8974358974365,6918.589743589744,195,208,6500.0,6900.0,6933.333333333333,46,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,19,doing,6.918589743589744,7.320833333333334,110697,117133,70,74,6918.589743589744,7320.833333333334,210,220,7000.0,7300.0,7333.333333333333,38,4,1.0,0.8,0.8,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,20,business,7.320833333333334,7.964423076923078,117133,127431,74,80,7320.833333333334,7964.423076923078,222,238,7400.0,7900.0,7933.333333333333,62,6,1.0,0.8571428571428571,0.8571428571428571,proportional,True,transcript_proportional
-egA8-b7-3M$_$18,21,with.,7.964423076923078,8.366666666666667,127431,132252,80,84,7964.423076923078,8265.75,240,250,8000.0,8333.333333333334,8366.666666666668,28,4,0.7368421052631579,0.8,0.7368421052631579,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,0,"Third,",0.0,0.49552238805970156,0,7928,0,5,0.0,495.52238805970154,0,13,0.0,400.0,433.3333333333333,48,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,1,another,0.49552238805970156,1.07363184079602,7928,17178,5,11,495.52238805970154,1073.63184079602,15,31,500.0,1000.0,1033.3333333333333,56,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,2,big,1.07363184079602,1.3213930348258707,17178,21142,11,14,1073.63184079602,1321.3930348258707,33,40,1100.0,1300.0,1333.3333333333333,23,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,3,benefit,1.3213930348258707,1.899502487562189,21142,30392,14,19,1321.3930348258707,1899.5024875621891,42,55,1400.0,1800.0,1833.3333333333333,56,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,4,of,1.899502487562189,2.064676616915423,30392,33035,19,21,1899.5024875621891,2064.676616915423,57,61,1900.0,2000.0,2033.3333333333333,15,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,5,exhibiting,2.064676616915423,2.890547263681592,33035,46249,21,29,2064.676616915423,2890.547263681592,63,85,2100.0,2800.0,2833.3333333333335,81,8,1.0,0.8888888888888888,0.8888888888888888,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,6,is,2.890547263681592,3.0557213930348257,46249,48892,29,31,2890.547263681592,3055.7213930348257,87,91,2900.0,3000.0,3033.3333333333335,15,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,7,connecting,3.0557213930348257,3.881592039800995,48892,62105,31,39,3055.7213930348257,3881.592039800995,93,115,3100.0,3800.0,3833.3333333333335,81,8,1.0,0.8888888888888888,0.8888888888888888,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,8,with,3.881592039800995,4.2119402985074625,62105,67391,39,43,3881.592039800995,4211.940298507462,117,127,3900.0,4200.0,4233.333333333333,31,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,9,existing,4.2119402985074625,4.872636815920398,67391,77962,43,49,4211.940298507462,4872.636815920398,129,145,4300.0,4800.0,4833.333333333333,64,6,1.0,0.8571428571428571,0.8571428571428571,proportional,True,transcript_proportional
-egA8-b7-3M$_$16,10,clients.,4.872636815920398,5.533333333333333,77962,87728,49,56,4872.636815920398,5483.0,147,166,4900.0,5500.0,5533.333333333333,59,7,0.921875,1.0,0.921875,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,0,What,0.0,0.30303030303030304,0,4848,0,4,0.0,303.03030303030306,0,10,0.0,300.0,333.3333333333333,28,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,1,are,0.30303030303030304,0.5303030303030303,4848,8485,4,6,303.03030303030306,530.3030303030303,12,16,400.0,500.0,533.3333333333334,21,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,2,you,0.5303030303030303,0.7575757575757577,8485,12121,6,8,530.3030303030303,757.5757575757577,18,22,600.0,700.0,733.3333333333334,21,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,3,doing,0.7575757575757577,1.1363636363636365,12121,18182,8,12,757.5757575757577,1136.3636363636365,24,34,800.0,1100.0,1133.3333333333333,36,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,4,that's,1.1363636363636365,1.5909090909090908,18182,25455,12,16,1136.3636363636365,1590.9090909090908,36,46,1200.0,1500.0,1533.3333333333333,43,4,1.0,0.8,0.8,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,5,"different?""",1.5909090909090908,2.4242424242424243,25455,38788,16,25,1590.9090909090908,2424.2424242424245,48,73,1600.0,2400.0,2433.3333333333335,81,9,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,6,They,2.4242424242424243,2.727272727272727,38788,43636,25,28,2424.2424242424245,2727.272727272727,75,82,2500.0,2700.0,2733.3333333333335,28,3,1.0,0.75,0.75,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,7,always,2.727272727272727,3.1818181818181817,43636,50909,28,32,2727.272727272727,3181.8181818181815,84,94,2800.0,3100.0,3133.3333333333335,43,4,1.0,0.8,0.8,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,8,want,3.1818181818181817,3.4848484848484853,50909,55758,32,35,3181.8181818181815,3484.8484848484854,96,103,3200.0,3400.0,3433.3333333333335,28,3,1.0,0.75,0.75,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,9,an,3.4848484848484853,3.6363636363636362,55758,58182,35,37,3484.8484848484854,3636.363636363636,105,109,3500.0,3600.0,3633.3333333333335,13,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$13,10,answer.,3.6363636363636362,4.166666666666667,58182,64382,37,42,3636.363636363636,4023.8750000000005,111,123,3700.0,4133.333333333334,4166.666666666667,37,5,0.7254901960784313,0.8333333333333334,0.7254901960784313,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,0,I,0.0,0.0983974358974359,0,1574,0,1,0.0,98.3974358974359,0,1,0.0,0.0,33.333333333333336,8,1,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,1,started,0.0983974358974359,0.7871794871794872,1574,12595,1,8,98.3974358974359,787.1794871794872,3,22,100.0,700.0,733.3333333333334,67,7,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,2,a,0.7871794871794872,0.885576923076923,12595,14169,8,9,787.1794871794872,885.5769230769231,24,25,800.0,800.0,833.3333333333334,8,1,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,3,successful,0.885576923076923,1.8695512820512818,14169,29913,9,19,885.5769230769231,1869.5512820512818,27,55,900.0,1800.0,1833.3333333333333,96,10,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,4,Legal,1.8695512820512818,2.361538461538461,29913,37785,19,24,1869.5512820512818,2361.538461538461,57,70,1900.0,2300.0,2333.3333333333335,47,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,5,Nurse,2.361538461538461,2.853525641025641,37785,45656,24,29,2361.538461538461,2853.5256410256407,72,85,2400.0,2800.0,2833.3333333333335,47,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,6,Consulting,2.853525641025641,3.8374999999999995,45656,61400,29,39,2853.5256410256407,3837.4999999999995,87,115,2900.0,3800.0,3833.3333333333335,96,10,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,7,Business,3.8374999999999995,4.6246794871794865,61400,73995,39,47,3837.4999999999995,4624.679487179486,117,139,3900.0,4600.0,4633.333333333333,77,8,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,8,in,4.6246794871794865,4.821474358974358,73995,77144,47,49,4624.679487179486,4821.474358974358,141,145,4700.0,4800.0,4833.333333333333,18,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,9,1989.,4.821474358974358,5.313461538461538,77144,85015,49,54,4821.474358974358,5313.461538461538,147,160,4900.0,5300.0,5333.333333333333,47,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,10,I,5.313461538461538,5.411858974358974,85015,86590,54,55,5313.461538461538,5411.858974358974,162,163,5400.0,5400.0,5433.333333333333,8,1,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,11,mentor,5.411858974358974,6.002243589743589,86590,96036,55,61,5411.858974358974,6002.243589743589,165,181,5500.0,6000.0,6033.333333333333,57,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,12,nurses,6.002243589743589,6.5926282051282055,96036,105482,61,66,6002.243589743589,6592.628205128205,183,196,6100.0,6500.0,6533.333333333333,57,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,13,who,6.5926282051282055,6.887820512820512,105482,110205,66,69,6592.628205128205,6887.820512820512,198,205,6600.0,6800.0,6833.333333333333,28,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,14,want,6.887820512820512,7.281410256410256,110205,116503,69,73,6887.820512820512,7281.410256410256,207,217,6900.0,7200.0,7233.333333333333,37,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,15,to,7.281410256410256,7.478205128205127,116503,119651,73,75,7281.410256410256,7478.205128205127,219,223,7300.0,7400.0,7433.333333333333,18,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,16,become,7.478205128205127,8.068589743589742,119651,129097,75,81,7478.205128205127,8068.589743589742,225,241,7500.0,8000.0,8033.333333333333,57,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,17,Legal,8.068589743589742,8.560576923076923,129097,136969,81,86,8068.589743589742,8560.576923076922,243,256,8100.0,8500.0,8533.333333333334,47,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,18,Nurse,8.560576923076923,9.052564102564101,136969,144841,86,91,8560.576923076922,9052.564102564102,258,271,8600.0,9000.0,9033.333333333334,47,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$1,19,Consultants.,9.052564102564101,10.233333333333333,144841,162500,91,103,9052.564102564102,10156.25,273,306,9100.0,10200.0,10233.333333333334,108,12,0.9310344827586207,1.0,0.9310344827586207,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,0,First,0.0,0.45169082125603865,0,7227,0,5,0.0,451.69082125603865,0,13,0.0,400.0,433.3333333333333,43,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,1,exhibiting,0.45169082125603865,1.355072463768116,7227,21681,5,14,451.69082125603865,1355.072463768116,15,40,500.0,1300.0,1333.3333333333333,88,9,1.0,0.9,0.9,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,2,is,1.355072463768116,1.5357487922705315,21681,24572,14,16,1355.072463768116,1535.7487922705316,42,46,1400.0,1500.0,1533.3333333333333,16,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,3,a,1.5357487922705315,1.626086956521739,24572,26017,16,17,1535.7487922705316,1626.086956521739,48,49,1600.0,1600.0,1633.3333333333333,7,1,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,4,wonderful,1.626086956521739,2.439130434782609,26017,39026,17,25,1626.086956521739,2439.130434782609,51,73,1700.0,2400.0,2433.3333333333335,79,8,1.0,0.8888888888888888,0.8888888888888888,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,5,opportunity,2.439130434782609,3.4328502415458937,39026,54926,25,35,2439.130434782609,3432.850241545894,75,103,2500.0,3400.0,3433.3333333333335,97,10,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,6,to,3.4328502415458937,3.6135265700483092,54926,57816,35,37,3432.850241545894,3613.526570048309,105,109,3500.0,3600.0,3633.3333333333335,16,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,7,network,3.6135265700483092,4.245893719806764,57816,67934,37,43,3613.526570048309,4245.893719806764,111,127,3700.0,4200.0,4233.333333333333,61,6,1.0,0.8571428571428571,0.8571428571428571,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,8,with,4.245893719806764,4.607246376811593,67934,73716,43,47,4245.893719806764,4607.246376811593,129,139,4300.0,4600.0,4633.333333333333,34,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,9,other,4.607246376811593,5.058937198067633,73716,80943,47,51,4607.246376811593,5058.937198067632,141,151,4700.0,5000.0,5033.333333333333,43,4,1.0,0.8,0.8,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,10,legal,5.058937198067633,5.510628019323672,80943,88170,51,56,5058.937198067632,5510.628019323672,153,166,5100.0,5500.0,5533.333333333333,43,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$6,11,vendors.,5.510628019323672,6.233333333333333,88170,98930,56,63,5510.628019323672,6183.125,168,187,5600.0,6200.0,6233.333333333333,65,7,0.9285714285714286,0.875,0.875,proportional,True,transcript_proportional
-egA8-b7-3M$_$9,0,"Secondly,",0.0,0.7728813559322033,0,12366,0,8,0.0,772.8813559322033,0,22,0.0,700.0,733.3333333333334,75,8,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$9,1,another,0.7728813559322033,1.3740112994350282,12366,21984,8,14,772.8813559322033,1374.0112994350281,24,40,800.0,1300.0,1333.3333333333333,58,6,1.0,0.8571428571428571,0.8571428571428571,proportional,True,transcript_proportional
-egA8-b7-3M$_$9,2,goal,1.3740112994350282,1.7175141242937852,21984,27480,14,18,1374.0112994350281,1717.5141242937852,42,52,1400.0,1700.0,1733.3333333333333,32,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$9,3,of,1.7175141242937852,1.8892655367231639,27480,30228,18,19,1717.5141242937852,1889.265536723164,54,55,1800.0,1800.0,1833.3333333333333,15,1,1.0,0.5,0.5,proportional,True,transcript_proportional
-egA8-b7-3M$_$9,4,exhibiting,1.8892655367231639,2.7480225988700564,30228,43968,19,28,1889.265536723164,2748.0225988700563,57,82,1900.0,2700.0,2733.3333333333335,84,9,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$9,5,is,2.7480225988700564,2.9197740112994346,43968,46716,28,30,2748.0225988700563,2919.7740112994347,84,88,2800.0,2900.0,2933.3333333333335,15,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$9,6,building,2.9197740112994346,3.6067796610169487,46716,57708,30,37,2919.7740112994347,3606.7796610169485,90,109,3000.0,3600.0,3633.3333333333335,67,7,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$9,7,your,3.6067796610169487,3.950282485875706,57708,63205,37,40,3606.7796610169485,3950.282485875706,111,118,3700.0,3900.0,3933.3333333333335,32,3,1.0,0.75,0.75,proportional,True,transcript_proportional
-egA8-b7-3M$_$9,8,company,3.950282485875706,4.551412429378531,63205,72823,40,46,3950.282485875706,4551.412429378531,120,136,4000.0,4500.0,4533.333333333333,58,6,1.0,0.8571428571428571,0.8571428571428571,proportional,True,transcript_proportional
-egA8-b7-3M$_$9,9,image.,4.551412429378531,5.066666666666666,72823,78978,46,51,4551.412429378531,4936.125,138,150,4600.0,5033.333333333333,5066.666666666666,36,5,0.72,0.8333333333333334,0.72,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,0,Now,0.0,0.25189873417721514,0,4030,0,3,0.0,251.89873417721515,0,7,0.0,200.0,233.33333333333334,23,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,1,you've,0.25189873417721514,0.7556962025316455,4030,12091,3,8,251.89873417721515,755.6962025316454,9,22,300.0,700.0,733.3333333333334,48,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,2,got,0.7556962025316455,1.0075949367088606,12091,16122,8,11,755.6962025316454,1007.5949367088606,24,31,800.0,1000.0,1033.3333333333333,23,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,3,a,1.0075949367088606,1.091561181434599,16122,17465,11,11,1007.5949367088606,1091.561181434599,-1,-1,,,,6,0,1.0,0.0,0.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,4,face,1.091561181434599,1.4274261603375527,17465,22839,11,15,1091.561181434599,1427.4261603375526,33,43,1100.0,1400.0,1433.3333333333333,32,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,5,that,1.4274261603375527,1.7632911392405062,22839,28213,15,18,1427.4261603375526,1763.2911392405063,45,52,1500.0,1700.0,1733.3333333333333,32,3,1.0,0.75,0.75,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,6,you,1.7632911392405062,2.015189873417721,28213,32243,18,21,1763.2911392405063,2015.1898734177212,54,61,1800.0,2000.0,2033.3333333333333,23,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,7,can,2.015189873417721,2.267088607594937,32243,36273,21,23,2015.1898734177212,2267.088607594937,63,67,2100.0,2200.0,2233.3333333333335,23,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,8,connect,2.267088607594937,2.8548523206751053,36273,45678,23,29,2267.088607594937,2854.852320675105,69,85,2300.0,2800.0,2833.3333333333335,57,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,9,with,2.8548523206751053,3.190717299578059,45678,51051,29,32,2854.852320675105,3190.717299578059,87,94,2900.0,3100.0,3133.3333333333335,32,3,1.0,0.75,0.75,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,10,a,3.190717299578059,3.274683544303797,51051,52395,32,33,3190.717299578059,3274.683544303797,96,97,3200.0,3200.0,3233.3333333333335,6,1,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,11,"voice,",3.274683544303797,3.778481012658228,52395,60456,33,38,3274.683544303797,3778.481012658228,99,112,3300.0,3700.0,3733.3333333333335,48,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,12,and,3.778481012658228,4.030379746835442,60456,64486,38,41,3778.481012658228,4030.3797468354423,114,121,3800.0,4000.0,4033.3333333333335,23,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,13,that,4.030379746835442,4.366244725738396,64486,69860,41,44,4030.3797468354423,4366.244725738396,123,130,4100.0,4300.0,4333.333333333333,32,3,1.0,0.75,0.75,proportional,True,transcript_proportional
-egA8-b7-3M$_$20,14,makes,4.366244725738396,4.786075949367088,69860,76577,44,48,4366.244725738396,4786.0759493670885,132,142,4400.0,4700.0,4733.333333333333,40,4,1.0,0.8,0.8,proportional,True,transcript_proportional
